,Custkey,Recency,Frequency,Monetary,Recency_pt_mm,Frequency_pt_mm,Monetary_pt_mm,Cluster,R,F,M,RFM_score,RFM_class
325,10021204,0.011904761904761904,35,109155.27,0.3835206328390614,0.4535002609504273,0.5416880819532401,1,2,4,4,10,gold
326,10021222,0.2,58,603007.42,0.8746497341094956,0.5173025733051064,0.7053671397065242,0,5,4,5,14,diamond
327,10021223,0.016666666666666666,1,945.7,0.4516947537631159,0.0,0.12294986775103595,3,3,1,1,5,family
328,10021231,0.011235955056179775,5,9865.55,0.3715108441283499,0.20624865979268214,0.3233359376084893,3,2,2,2,6,family
329,10021270,0.16666666666666666,10,9650.49,0.8479288988123537,0.2945860424082739,0.32139562937832,0,5,2,2,9,gold
330,10021297,0.16666666666666666,49,110788.72,0.8479288988123537,0.4960197565191935,0.5430797777653125,0,5,4,4,13,diamond
331,10021300,0.0022624434389140274,1,98452.17,0.0011528509403034848,0.0,0.5320334611950209,2,1,1,4,6,family
332,10021305,0.022222222222222223,7,3852.89,0.5077276948274572,0.24916665658128767,0.24153291403746016,3,3,2,1,6,family
333,10021331,0.016666666666666666,21,42064.24,0.4516947537631159,0.38881674311320913,0.4534474550184057,1,3,3,3,9,gold
334,10021380,0.03333333333333333,1,242.08,0.5833209770918464,0.0,0.011934730383998615,3,4,1,1,6,family
335,10021411,0.3333333333333333,12,10097.18,0.9463178525890044,0.31777309505070467,0.32538017954578874,0,5,2,2,9,gold
336,10021412,0.03333333333333333,28,140630.48,0.5833209770918464,0.42526409431318807,0.5654998192383512,1,4,3,4,11,platinum
337,10021415,0.002288329519450801,2,967.63,0.004055040853004399,0.08902158843220692,0.12485099033205116,2,1,1,1,3,family
338,10021418,0.022727272727272728,7,7905.280000000001,0.5120196227559333,0.24916665658128767,0.30388454698490114,3,3,2,2,7,silver
339,10021422,0.005,3,4152.73,0.1937758689195334,0.14095891508431174,0.24798086525207844,2,1,1,2,4,family
340,10021459,0.25,17,122325.95,0.906526372288319,0.3620132875267223,0.5523751308295813,0,5,3,4,12,platinum
341,10021470,0.015151515151515152,186,96122.88,0.43267694706352855,0.6639127436149814,0.529797160326981,1,3,5,4,12,platinum
342,10021472,0.00398406374501992,13,15032.349999999999,0.14056178862565416,0.32794626195388693,0.3606244769694055,2,1,2,2,5,family
343,10021485,0.011235955056179775,244,10949474.37,0.3715108441283499,0.6979436226421084,1.0,1,2,5,5,12,platinum
344,10021494,0.3333333333333333,17,10785.15,0.9463178525890044,0.3620132875267223,0.33119295428149254,0,5,3,2,10,gold
345,10021668,0.25,31,64435.45,0.906526372288319,0.43814723227331054,0.49264384345281,0,5,3,4,12,platinum
346,10021736,0.058823529411764705,166,389448.72,0.6829059361293079,0.6496364618944114,0.6628112161485245,0,4,5,5,14,diamond
347,10021804,0.1111111111111111,50,308136.79,0.7862500675698296,0.49857056057801835,0.6402118452539372,0,4,4,5,13,diamond
348,10021911,0.16666666666666666,507,431052.75,0.8479288988123537,0.7894194068964806,0.6726482469051276,0,5,5,5,15,diamond
349,10021936,0.05263157894736842,60,29584.5,0.6639634759589181,0.5215794012095482,0.4214223170110313,0,4,4,3,11,platinum
350,10021977,0.011363636363636364,421,476478.72,0.37386479685935575,0.7662002994172199,0.6823839540558213,1,2,5,5,12,platinum
351,10021986,0.01098901098901099,235,173432.79,0.36687144287678747,0.6932341368507895,0.5853212686259315,1,2,5,5,12,platinum
352,10021996,0.011904761904761904,25,18450.45,0.3835206328390614,0.4109121250815985,0.3789112162979321,1,2,3,3,8,silver
353,10022166,0.041666666666666664,13,14319.39,0.6232995952710287,0.32794626195388693,0.35630174509405443,3,4,2,2,8,silver
354,10022168,0.012048192771084338,78,52426.1,0.3859972714509343,0.5546542980933791,0.4736329005170525,1,3,4,4,11,platinum
355,10022183,0.0022675736961451248,1,208.49,0.0017309863172371154,0.0,0.0,2,1,1,1,3,family
356,10022201,0.008928571428571428,25,52391.479999999996,0.3228881719538712,0.4109121250815985,0.473572177037937,1,2,3,4,9,gold
357,10022240,0.010526315789473684,97,85238.04,0.35785382966866774,0.5821050682367003,0.5185932693588912,1,2,5,4,11,platinum
358,10022249,0.011904761904761904,6,8765.98,0.3835206328390614,0.22951288879503925,0.3129456450202513,3,2,2,2,6,family
359,10022252,0.0022727272727272726,1,253.43,0.002310268094488477,0.0,0.01560474494145797,2,1,1,1,3,family
360,10022423,0.009708737864077669,10,11290.869999999999,0.3407717781109548,0.2945860424082739,0.33523987930004817,3,2,2,2,6,family
361,10022431,0.008547008547008548,21,9572.09,0.31348883581722514,0.38881674311320913,0.3206777965272878,1,2,3,2,7,silver
362,10022444,0.0022727272727272726,5,63708.14,0.002310268094488477,0.20624865979268214,0.4915949403107391,2,1,2,4,7,silver
363,10022450,0.012048192771084338,271,186724.02,0.3859972714509343,0.7110904790899184,0.5923279955518616,1,3,5,5,13,diamond
364,10022456,0.01020408163265306,75,49487.41,0.3513058055249202,0.5497125911614997,0.4683339769860205,1,2,4,3,9,gold
365,10022470,0.004219409282700422,10,35736.98,0.15415254712410065,0.2945860424082739,0.4385782809367106,2,1,2,3,6,family
366,10022490,0.011235955056179775,186,135214.57,0.3715108441283499,0.6639127436149814,0.5617987039610366,1,2,5,4,11,platinum
367,10022678,0.007751937984496124,21,12923.1,0.2922873950832233,0.38881674311320913,0.3471919886977498,1,2,3,2,7,silver
368,10022687,0.3333333333333333,435,578847.28,0.9463178525890044,0.7702881927716694,0.7013665901147103,0,5,5,5,15,diamond
369,10022725,0.010309278350515464,79,52728.07,0.3534687835925702,0.5562591820149525,0.47416090542255274,1,2,4,4,10,gold
370,10022730,0.00980392156862745,52,41044.259999999995,0.34284229032842545,0.5035218823961366,0.4512044076773228,1,2,4,3,9,gold
371,10022732,0.007194244604316547,31,96556.51999999999,0.2758977636733437,0.43814723227331054,0.5302174601995197,1,1,3,4,8,silver
372,10022746,0.010638297872340425,60,69593.93,0.3600766766859064,0.5215794012095482,0.49976807443063853,1,2,4,4,10,gold
373,10022750,0.05263157894736842,64,42912.729999999996,0.6639634759589181,0.5297192949305867,0.4552733634140711,0,4,4,3,11,platinum
374,10022755,0.008547008547008548,76,198011.88,0.31348883581722514,0.5513815588814245,0.5979070189170221,1,2,4,5,11,platinum
375,10022764,0.25,11,22568.43,0.906526372288319,0.30670980390389146,0.39698683731805917,0,5,2,3,10,gold
376,10022962,0.00392156862745098,25,38194.1,0.1368004440918995,0.4109121250815985,0.4446361140610174,1,1,3,3,7,silver
377,10022978,0.1111111111111111,18,12017.74,0.7862500675698296,0.3692662131068212,0.340757418966973,0,4,3,2,9,gold
378,10023003,0.012048192771084338,203,181708.2,0.3859972714509343,0.6748832414731153,0.5897426664306447,1,3,5,5,13,diamond
379,10023022,0.04,5,3966.79,0.6160699057642254,0.20624865979268214,0.2440380626406323,3,4,2,2,8,silver
380,10023023,0.004830917874396135,17,831080.14,0.18581402981057416,0.3620132875267223,0.7368986730820184,1,1,3,5,9,gold
381,10023221,0.011494252873563218,374,385550.21,0.37624223513362387,0.7514023576448319,0.6618375426026727,1,2,5,5,12,platinum
382,10023235,0.0043859649122807015,7,5667.08,0.1632647158930181,0.24916665658128767,0.2748641367146645,2,1,2,2,5,family
383,10023241,0.05263157894736842,85,123428.32,0.6639634759589181,0.5654795705793355,0.5532180996372871,0,4,4,4,12,platinum
384,10023244,0.0022675736961451248,3,1074.75,0.0017309863172371154,0.14095891508431174,0.13357245975609744,2,1,1,1,3,family
385,10023275,0.05555555555555555,139,350353.96,0.6732047448919312,0.6273436291981775,0.6525857050107151,0,4,5,5,14,diamond
386,10023447,0.012048192771084338,245,282662.28,0.3859972714509343,0.6984560870943969,0.6319189568388995,1,3,5,5,13,diamond
387,10023471,0.007518796992481203,16,16081.91,0.28560268873024774,0.35431835694665165,0.3666376337652923,1,1,3,3,7,silver
388,10023489,0.3333333333333333,132,132617.22,0.9463178525890044,0.6208509053947271,0.5599721823279924,0,5,5,4,14,diamond
389,10023495,0.004081632653061225,27,132873.3,0.1463031838252698,0.4206593375672106,0.560153805839291,1,1,3,4,8,silver
390,10023511,0.004545454545454545,2,575.42,0.1716321657342625,0.08902158843220692,0.08202230179465736,2,1,1,1,3,family
391,10023513,0.007936507936507936,11,10382.65,0.2974208166576952,0.30670980390389146,0.3278376342935799,2,2,2,2,6,family
392,10023516,0.008928571428571428,15,25565.01,0.3228881719538712,0.34612418700105313,0.40821967889731375,1,2,3,3,8,silver
393,10023524,0.011904761904761904,384,395287.05,0.3835206328390614,0.7547016104474664,0.6642517539708268,1,2,5,5,12,platinum
394,10023538,0.16666666666666666,232,660831.5700000001,0.8479288988123537,0.6916239427683084,0.7143411080218746,0,5,5,5,15,diamond
395,10023703,0.012195121951219513,8,48710.26,0.3885001161302363,0.2661797888452259,0.4668813727117588,1,3,2,3,8,silver
396,10023715,0.015151515151515152,188,1468530.66,0.43267694706352855,0.6652545589463787,0.7934996464450299,1,3,5,5,13,diamond
397,10023757,0.012658227848101266,8,13350.98,0.39617201507679545,0.2661797888452259,0.35008159613875023,3,3,2,2,7,silver
398,10023759,0.05,12,43242.259999999995,0.6551377619305773,0.31777309505070467,0.45597302812572676,0,4,2,3,9,gold
399,10023760,0.0625,9,4132.91,0.6931191239500518,0.2811773978198188,0.24756886815139587,3,4,2,2,8,silver
400,10023778,0.011363636363636364,115,98296.01,0.37386479685935575,0.6035193310885615,0.5318851557483298,1,2,5,4,11,platinum
401,10023780,0.016666666666666666,4,1296.17,0.4516947537631159,0.17774785815218136,0.14919160550169203,3,3,1,1,5,family
402,10023783,0.010416666666666666,26,15921.32,0.3556513304156278,0.4158799270018081,0.3657428067033982,1,2,3,3,8,silver
403,10023785,0.0022727272727272726,1,227.13,0.002310268094488477,0.0,0.0068360545353283175,2,1,1,1,3,family
404,10023793,0.008547008547008548,15,20784.04,0.31348883581722514,0.34612418700105313,0.38958544351076924,1,2,3,3,8,silver
405,10023964,0.16666666666666666,34,62502.61000000001,0.8479288988123537,0.44983393920003467,0.48983039493456537,0,5,4,4,13,diamond
406,10024003,0.004545454545454545,5,2685.93,0.1716321657342625,0.20624865979268214,0.2106638134725168,2,1,2,1,4,family
407,10024006,0.012048192771084338,309,406673.54,0.3859972714509343,0.7275190325175396,0.6670025552922301,1,3,5,5,13,diamond
408,10024009,0.009259259259259259,5,2320.64,0.3306753793076777,0.20624865979268214,0.19823789118017773,2,2,2,1,5,family
409,10024010,0.09090909090909091,44,42103.51,0.7545348962856855,0.48242608957198246,0.45353275087692924,0,4,4,3,11,platinum
410,10024016,0.012345679012345678,65,539083.11,0.3910297688857204,0.5316743787646053,0.6944138122975885,1,3,4,5,12,platinum
411,10024022,0.25,70,356076.83,0.906526372288319,0.5410174152850227,0.6541500440377928,0,5,4,5,14,diamond
412,10024034,0.05263157894736842,104,107723.91,0.6639634759589181,0.5908730958495447,0.5404517838003822,0,4,5,4,13,diamond
413,10024246,0.07692307692307693,10,29882.4,0.7275121545254131,0.2945860424082739,0.42232999291896633,0,4,2,3,9,gold
414,10024248,0.011904761904761904,456,331225.07,0.3835206328390614,0.7761786017923424,0.6471699292113972,1,2,5,5,12,platinum
415,10024255,0.018518518518518517,2,3267.24,0.47245305883991046,0.08902158843220692,0.22739070543530393,3,3,1,1,5,family
416,10024260,0.011904761904761904,178,158941.93,0.3835206328390614,0.6583964717713868,0.5770592492176128,1,2,5,5,12,platinum
417,10024262,0.01020408163265306,22,13419.08,0.3513058055249202,0.39471391841866843,0.3505331556802745,1,2,3,2,7,silver
418,10024270,0.25,143,307872.65,0.906526372288319,0.6309077978956666,0.6401293375810628,0,5,5,5,15,diamond
419,10024477,0.2,8,33771.04,0.8746497341094956,0.2661797888452259,0.43343166512795633,0,5,2,3,10,gold
420,10024499,0.030303030303030304,6,1559.17,0.5658984391884021,0.22951288879503925,0.16466902951813556,3,3,2,1,6,family
421,10024524,0.022222222222222223,3,3379.58,0.5077276948274572,0.14095891508431174,0.23028547625393184,3,3,1,1,5,family
422,10024550,0.010638297872340425,97,139393.02,0.3600766766859064,0.5821050682367003,0.564666560184781,1,2,5,4,11,platinum
423,10024704,0.043478260869565216,5,2371.63,0.6307974084369571,0.20624865979268214,0.2000824073855856,3,4,2,1,7,silver
424,10024725,0.058823529411764705,25,26793.14,0.6829059361293079,0.4109121250815985,0.4124565632359584,0,4,3,3,10,gold
425,10024743,0.012195121951219513,2,2090.9700000000003,0.3885001161302363,0.08902158843220692,0.18940790577847627,3,3,1,1,5,family
426,10024915,0.25,11,15290.76,0.906526372288319,0.30670980390389146,0.36214206608930455,0,5,2,2,9,gold
427,10024924,0.0022675736961451248,1,216.33,0.0017309863172371154,0.0,0.0029450345698428526,2,1,1,1,3,family
428,10024999,0.00847457627118644,3,9210.81,0.3116511969006672,0.14095891508431174,0.3172941036053085,2,2,1,2,5,family
429,10025021,0.017241379310344827,28,37475.880000000005,0.4584042823090088,0.42526409431318807,0.4429056194718731,1,3,3,3,9,gold
430,10025022,0.05,192,817845.3,0.6551377619305773,0.6678956878770257,0.7353146079406121,0,4,5,5,14,diamond
431,10025023,0.011363636363636364,38,21694.48,0.37386479685935575,0.46389890081890217,0.393435968649695,1,2,4,3,9,gold
432,10025024,0.1111111111111111,57,7951267.71,0.7862500675698296,0.5151082596990575,0.9663939606607546,0,4,4,5,13,diamond
433,10025025,0.011904761904761904,1009,877988.86,0.3835206328390614,0.8752070251023591,0.7423217465233348,1,2,5,5,12,platinum
434,10025032,0.009615384615384616,116,196584.21,0.338718753261802,0.6046080709275058,0.5972187645932425,1,2,5,5,12,platinum
435,10025033,0.010526315789473684,56,37407.17,0.35785382966866774,0.5128749188295512,0.44273837815075245,1,2,4,3,9,gold
436,10025034,0.041666666666666664,1,1810.23,0.6232995952710287,0.0,0.17723118815748165,3,4,1,1,6,family
437,10025036,0.005025125628140704,16,28091.14,0.19493308068240695,0.35431835694665165,0.4167335795728613,1,1,3,3,7,silver
438,10025037,0.09090909090909091,37,19159.84,0.7545348962856855,0.46052726934559546,0.3822890809913294,0,4,4,3,11,platinum
439,10025038,0.013333333333333334,15,8831.92,0.4068072106280952,0.34612418700105313,0.31360363645052425,3,3,3,2,8,silver
440,10025039,0.25,173,3259962.46,0.906526372288319,0.6548208233769925,0.8741919382650767,0,5,5,5,15,diamond
441,10025049,0.01098901098901099,25,10159.02,0.36687144287678747,0.4109121250815985,0.3259182194665627,1,2,3,2,7,silver
442,10025051,0.010638297872340425,61,37457.84,0.3600766766859064,0.5236643923487448,0.44286173874094503,1,2,4,3,9,gold
443,10025052,0.008928571428571428,13,5419724.38,0.3228881719538712,0.32794626195388693,0.926499039361688,1,2,2,5,9,gold
444,10025061,0.00510204081632653,10,5681.13,0.1984354577475142,0.2945860424082739,0.27507910705466443,2,1,2,2,5,family
445,10025062,0.3333333333333333,43,97981.31,0.9463178525890044,0.47952162258476694,0.5315855858635615,0,5,4,4,13,diamond
446,10025063,0.08333333333333333,216,911822.74,0.7405311066727202,0.6826665346406366,0.7460607553109998,0,4,5,5,14,diamond
447,10025237,0.02631578947368421,37,53896.25,0.539721163217647,0.46052726934559546,0.47617613630677424,1,3,4,4,11,platinum
448,10025238,0.3333333333333333,93,90715.17,0.9463178525890044,0.5768046371330269,0.5243947775880353,0,5,5,4,14,diamond
449,10025239,0.003134796238244514,1,339.94,0.08271298820188694,0.0,0.03923085301329127,2,1,1,1,3,family
450,10025241,0.0625,47,2263484.67,0.6931191239500518,0.49075736033271394,0.837072264202025,0,4,4,5,13,diamond
451,10025242,0.04,10,59760.58,0.6160699057642254,0.2945860424082739,0.48569011216781427,3,4,2,4,10,gold
452,10025243,0.009708737864077669,111,88578.47,0.3407717781109548,0.5990671158131672,0.5221732146584295,1,2,5,4,11,platinum
453,10025246,0.2,21,10333.58,0.8746497341094956,0.38881674311320913,0.3274199398782347,0,5,3,2,10,gold
454,10025247,0.016129032258064516,10,40374.35,0.4451778407224204,0.2945860424082739,0.44970145960138613,1,3,2,3,8,silver
455,10025248,0.041666666666666664,35,28713.63,0.6232995952710287,0.4535002609504273,0.4187168630320647,0,4,4,3,11,platinum
456,10025249,0.010309278350515464,73,130089.09,0.3534687835925702,0.5463065085394625,0.5581605530914482,1,2,4,4,10,gold
457,10025251,0.04,39,91691.37,0.6160699057642254,0.46718253309705454,0.5253928334439115,0,4,4,4,12,platinum
458,10025252,0.25,86,44802.25,0.906526372288319,0.5669524540942619,0.45921626749869326,0,5,4,3,12,platinum
459,10025264,0.012048192771084338,184,220869.28,0.3859972714509343,0.6625563519711837,0.608313175076629,1,3,5,5,13,diamond
460,10025267,0.010526315789473684,34,22960.01,0.35785382966866774,0.44983393920003467,0.3985345724297735,1,2,4,3,9,gold
461,10025269,0.2,167,124657.45,0.8746497341094956,0.6503903884021636,0.5541493945931142,0,5,5,4,14,diamond
462,10025284,0.1111111111111111,15,6745.68,0.7862500675698296,0.34612418700105313,0.2900233876163633,3,4,3,2,9,gold
463,10025285,0.004219409282700422,34,55685.520000000004,0.15415254712410065,0.44983393920003467,0.47918176219263375,1,1,4,4,9,gold
464,10025287,0.25,55,43973.6,0.906526372288319,0.5106011407646901,0.4575074464358929,0,5,4,3,12,platinum
465,10025288,0.03333333333333333,58,191491.68,0.5833209770918464,0.5173025733051064,0.5947234410945078,1,4,4,5,13,diamond
466,10025289,0.008928571428571428,7,13993.400000000001,0.3228881719538712,0.24916665658128767,0.35425491254615743,2,2,2,2,6,family
467,10025291,0.25,86,117396.26,0.906526372288319,0.5669524540942619,0.5485125728859792,0,5,4,4,13,diamond
468,10025296,0.05263157894736842,19,11488.91,0.6639634759589181,0.37612506331196915,0.3367767141304583,3,4,3,2,9,gold
469,10025298,0.025,13,9305.17,0.5300873357978401,0.32794626195388693,0.3181901760299164,3,3,2,2,7,silver
470,10025299,0.0625,38,60282.53,0.6931191239500518,0.46389890081890217,0.4864922944600395,0,4,4,4,12,platinum
471,10025302,0.018518518518518517,4,6343.75,0.47245305883991046,0.17774785815218136,0.28467053911477647,3,3,1,2,6,family
472,10025304,0.25,46,136441.15,0.906526372288319,0.4880411619079113,0.5626494140789231,0,5,4,4,13,diamond
473,10025305,0.08333333333333333,23,7289.21,0.7405311066727202,0.40034768010034083,0.2967877435093552,0,4,3,2,9,gold
474,10025353,0.002288329519450801,1,26789.76,0.004055040853004399,0.0,0.4124451644468107,2,1,1,3,5,family
475,10025495,0.012658227848101266,76,65235.64,0.39617201507679545,0.5513815588814245,0.4937846075895389,1,3,4,4,11,platinum
476,10025508,0.011904761904761904,21,17385.36,0.3835206328390614,0.38881674311320913,0.3735942174590632,1,2,3,3,8,silver
477,10025515,0.08333333333333333,47,87508.81,0.7405311066727202,0.49075736033271394,0.5210413838514486,0,4,4,4,12,platinum
478,10025549,0.003067484662576687,1,238.82,0.07738820626472331,0.0,0.01084958935219793,2,1,1,1,3,family
479,10025552,0.03225806451612903,261,689952.74,0.5773507216224064,0.7063813953108921,0.7185746712816057,1,4,5,5,14,diamond
480,10025560,0.008928571428571428,60,63301.0,0.3228881719538712,0.5215794012095482,0.4910026711461758,1,2,4,4,10,gold
481,10025571,0.007751937984496124,9,4234.29,0.2922873950832233,0.2811773978198188,0.2496563262767448,2,2,2,2,6,family
482,10025575,0.3333333333333333,115,96304.22,0.9463178525890044,0.6035193310885615,0.5299731460213188,0,5,5,4,14,diamond
483,10025583,0.019230769230769232,50,37902.14,0.47982173125313604,0.49857056057801835,0.44393651570065806,1,3,4,3,10,gold
484,10025758,0.04,21,27608.5,0.6160699057642254,0.38881674311320913,0.41516617031600606,0,4,3,3,10,gold
485,10025771,0.25,6,3475.55,0.906526372288319,0.22951288879503925,0.2326851141536451,3,5,2,1,8,silver
486,10025778,0.25,108,112450.03,0.906526372288319,0.5956208487409138,0.5444748535470141,0,5,5,4,14,diamond
487,10025791,0.03125,66,156419.13,0.5715464047966584,0.5335994708246008,0.5755462040977636,1,4,4,5,13,diamond
488,10025814,0.0625,5,6692.360000000001,0.6931191239500518,0.20624865979268214,0.2893314388257915,3,4,2,2,8,silver
489,10025919,0.014492753623188406,2757,3250786.04,0.42372857454114116,0.9999999999999999,0.8739037806311489,1,3,5,5,13,diamond
490,10026006,0.00392156862745098,6,1968.81,0.1368004440918995,0.22951288879503925,0.1843181227939356,2,1,2,1,4,family
491,10026009,0.0035971223021582736,1,224.55,0.11612279058757208,0.0,0.005923182063483301,2,1,1,1,3,family
492,10026023,0.009900990099009901,14,56701.08,0.34493061252369744,0.3373616637600171,0.4808461134100463,1,2,3,4,9,gold
493,10026038,0.022727272727272728,4,1304.58,0.5120196227559333,0.17774785815218136,0.14973219901390955,3,3,1,1,5,family
494,10026055,0.022727272727272728,12,10742.289999999999,0.5120196227559333,0.31777309505070467,0.33084152174834247,3,3,2,2,7,silver
495,10026062,0.011235955056179775,20,45023.06,0.3715108441283499,0.3826303760844402,0.45966642065156277,1,2,3,3,8,silver
496,10026078,0.25,24,21936.64,0.906526372288319,0.40574050839049625,0.3944336306706141,0,5,3,3,11,platinum
497,10026081,0.0022727272727272726,3,96022.26999999999,0.002310268094488477,0.14095891508431174,0.5296993814046304,2,1,1,4,6,family
498,10026268,0.16666666666666666,96,130952.1,0.8479288988123537,0.5808008383253361,0.5587828029530356,0,5,5,4,14,diamond
499,10026291,0.25,37,166512.73,0.906526372288319,0.46052726934559546,0.5814632438751718,0,5,4,5,14,diamond
500,10026294,0.08333333333333333,36,199977.34,0.7405311066727202,0.45706280404745103,0.5988466643615091,0,4,4,5,13,diamond
501,10026299,0.3333333333333333,102,409127.57,0.9463178525890044,0.5884299558470625,0.6675855737327985,0,5,5,5,15,diamond
502,10026334,0.00909090909090909,78,71783.7,0.32675085140142,0.5546542980933791,0.5026379120999832,1,2,4,4,10,gold
503,10026336,0.007518796992481203,44,83726.13,0.28560268873024774,0.48242608957198246,0.5169277879205114,1,1,4,4,9,gold
504,10026348,0.012048192771084338,40,849773.0,0.3859972714509343,0.47038263297677774,0.7390946300366562,1,3,4,5,12,platinum
505,10026355,0.002288329519450801,1,1489.31,0.004055040853004399,0.0,0.1608216525285469,2,1,1,1,3,family
506,10026365,0.002288329519450801,6,64807.67,0.004055040853004399,0.22951288879503925,0.4931761932539589,2,1,2,4,7,silver
507,10026521,0.004273504273504274,9,10296.76,0.1571558333982443,0.2811773978198188,0.3271052491224404,2,1,2,2,5,family
508,10026522,0.1,45,27704.0,0.7696985955511401,0.4852649727062757,0.4154784211555456,0,4,4,3,11,platinum
509,10026532,0.004405286343612335,13,6708.58,0.1642964875878778,0.32794626195388693,0.28954249713732105,2,1,2,2,5,family
510,10026560,0.005128205128205128,4,7596.6,0.19961332734241344,0.17774785815218136,0.3003988240192581,2,1,1,2,4,family
511,10026581,0.3333333333333333,34,28410.43,0.9463178525890044,0.44983393920003467,0.4177561423018541,0,5,4,3,12,platinum
512,10026606,0.25,40,163218.04,0.906526372288319,0.47038263297677774,0.5795711837038862,0,5,4,5,14,diamond
513,10026839,0.011111111111111112,182,373980.56,0.3691798849271981,0.661185064625601,0.6588904468674474,1,2,5,5,12,platinum
514,10026843,0.03225806451612903,4,1710.35,0.5773507216224064,0.17774785815218136,0.17245005118927992,3,4,1,1,6,family
515,10026861,0.022727272727272728,24,13980.880000000001,0.5120196227559333,0.40574050839049625,0.35417537845511204,1,3,3,2,8,silver
516,10026868,0.2,137,246823.56,0.8746497341094956,0.6255227070615363,0.6189264184962102,0,5,5,5,15,diamond
517,10027053,0.013513513513513514,2,822.6400000000001,0.40954332033762125,0.08902158843220692,0.1114129554569091,3,3,1,1,5,family
518,10027082,0.0125,4,2104.89,0.3935868532003367,0.17774785815218136,0.18996938631243945,3,3,1,1,5,family
519,10027119,0.1,111,259666.07,0.7696985955511401,0.5990671158131672,0.6237818701541694,0,4,5,5,14,diamond
520,10027340,0.0035714285714285713,10,7524.5,0.1143961842636913,0.2945860424082739,0.29956477656756875,2,1,2,2,5,family
521,10027348,0.003401360544217687,3,2199.2,0.10260290723627813,0.14095891508431174,0.19368082829486882,2,1,1,1,3,family
522,10027356,0.3333333333333333,21,20709.46,0.9463178525890044,0.38881674311320913,0.3892627763890829,0,5,3,3,11,platinum
523,10027370,0.01818181818181818,216,1363106.13,0.46885773171938705,0.6826665346406366,0.7860457392569786,1,3,5,5,13,diamond
524,10027381,0.1111111111111111,108,70994.97,0.7862500675698296,0.5956208487409138,0.5016141818054781,0,4,5,4,13,diamond
525,10027560,0.011494252873563218,42,48482.74,0.37624223513362387,0.47654847745616846,0.46645183093813203,1,2,4,3,9,gold
526,10027572,0.3333333333333333,45,46290.99,0.9463178525890044,0.4852649727062757,0.46221036486365374,0,5,4,3,12,platinum
527,10027575,0.058823529411764705,5,3548.62,0.6829059361293079,0.20624865979268214,0.23446925813863848,3,4,2,1,7,silver
528,10027583,0.0625,15,42034.67,0.6931191239500518,0.34612418700105313,0.45338317669128503,0,4,3,3,10,gold
